RegionCode;Region/CityName;CountryName;CountryCode;ProductID;ProductName;Unit;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
SA08;Saudi Arabia;Qasim;SA;2000;For estimating: Total motor vehicles;number;;;;;;201.401.745.728.927;246.993.897.746.546;259.109.150.396.897;272.187.126.304.069;286.650.566.309.619;312.347.040.836.586;340.495.017.244.513;365.475.205.449.634;;;;
SA01;Saudi Arabia;Riyadh;SA;2000;For estimating: Total motor vehicles;number;;;;;;254.202.266.184.391;274.155.140.525.698;287.613.134.926.859;30.560.397.634.529;320.200.239.162.369;338.298.755.219.098;349.152.240.129.809;361.258.689.359.444;;;;
SA07;Saudi Arabia;Tabuk;SA;2000;For estimating: Total motor vehicles;number;;;;;;108.235.444.189.495;124.311.478.705.123;132.924.389.383.001;142.486.747.590.593;152.526.698.358.924;150.178.020.170.164;159.704.817.525.867;168.858.168.297.418;;;;
MO08;Morocco;Oriental;MO;2000;For estimating: Total motor vehicles;number;;;;;;;410.755.098.751.355;449.109.681.842.004;477.676.682.540.953;527.226.923.629.666;568.090.159.862.655;594.668.644.072.308;615.888.433.788.419;643.087.122.775.318;661.394.135.967.137;;
MO03;Morocco;Fes - Boulemane;MO;2000;For estimating: Total motor vehicles;number;;;;;;;651.219.179.741.281;674.663.705.357.877;723.602.906.006.389;780.178.198.955.638;833.688.301.559.241;892.650.759.082.316;943.977.141.278.206;991.500.584.155.154;103.896.180.125.486;;
MO09;Morocco;Gharb - Chrarda - Beni-Hsen;MO;2000;For estimating: Total motor vehicles;number;;;;;;;349.376.220.557.636;403.666.113.734.082;437.060.661.863.184;48.308.668.033.866;51.964.443.019.091;552.110.080.906.618;58.702.736.771.196;621.720.773.729.604;654.919.438.619.327;;
MO04;Morocco;Marrakech - Tensift - El-Haouz;MO;2000;For estimating: Total motor vehicles;number;;;;;;;367.501.464.316.217;415.038.302.642.729;454.387.622.644.051;49.557.993.299.842;533.076.808.546.139;567.496.361.666.813;611.369.989.373.986;651.320.648.283.388;686.852.559.617.582;;
MO07;Morocco;Meknes - Tafilalt;MO;2000;For estimating: Total motor vehicles;number;;;;;;;347.083.474.191.278;348.489.607.676.328;36.955.114.388.919;397.103.141.408.709;423.800.718.124.988;449.387.281.462.133;47.282.934.273.746;494.878.846.940.225;515.362.851.487.755;;
MO02;Morocco;Rabat - Sale - Zemmour - Zaer;MO;2000;For estimating: Total motor vehicles;number;;;;;;;268.934.380.065.826;287.509.906.495.207;308.229.805.170.782;328.500.563.213.156;348.751.237.560.573;351.176.047.070.992;368.840.453.372.201;38.363.555.714.808;398.413.738.539.796;;
MO05;Morocco;Sous - Massa - Draa;MO;2000;For estimating: Total motor vehicles;number;;;;;;;375.325.618.008.525;421.360.833.195.952;461.135.301.501.956;505.902.984.096.183;54.987.757.687.574;59.316.232.664.499;636.683.679.635.059;678.910.175.437.617;720.421.846.521.373;;
MO06;Morocco;Tanger - Tetouan;MO;2000;For estimating: Total motor vehicles;number;;;;;;;497.486.142.027.397;518.193.128.894.952;55.818.461.711.485;606.166.916.387.023;644.027.299.674.707;704.981.186.811.551;751.763.017.028.613;796.674.889.306.244;8.411.977.804.092;;
MO10;Morocco;Tanger - Tetouan;MO;2000;For estimating: Total motor vehicles;number;;;;;;;397.134.488.969.087;412.658.861.467.642;442.119.049.869.219;478.353.786.782.217;505.837.517.007.359;534.483.032.646.645;567.923.993.098.772;594.122.646.085.245;619.021.326.970.902;;
