ProductID,ProductName,CityCodeID,CityCode,CityName,DataTypeID,UnitID,Unit,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024,Y2025,Y2026,Y2027,Y2028,Y2029,Y2030,Y2031,Y2032,Y2033,Y2034,Y2035,Y2036,Y2037,Y2038,Y2039,Y2040
2666,Passenger Cars in Use,1087,GG01,Tbilisi,103,72,'000,,,,,,,,,,,120,145,161,180,193,207,223,239,257.384,276.446,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1091,GR01,Athens,103,72,'000,,,,,,,,,,,2260.844,2390.87,2527.074,2646.081,2712.832,2756.062,2745.87273,2724.681094,2699.628699,2683.668346,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1095,GT01,Guatemala City,103,72,'000,,,,,,,,,,,194,215,238,250,260,268,277,297,307,322.96,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1099,HU01,Budapest,103,72,'000,,,,,,,,,,,979.798,990.006,1009.561,1023.11,1003.73,991.325,984.712,987.67,1007.828,1015.979,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1108,ID01,Jakarta,103,72,'000,,,,,,,,,,,1263.405,1554.197,1796.956,2025.985,2104.502,2451.297,2668.25,2952.101,3250.224,3608.969,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1124,IE01,Dublin,103,72,'000,,,,,,,,,,,646.732,689.721,733.498,749.307,739.413,725.561,729.282,729.37,736.216,754.137,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1128,IN20,Mumbai,103,72,'000,,,,,,,,,,,806.322,845.164,882.539,926.78,953.424,1004.075,1060.184,1147.79,1201.349,1266.012,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1129,IN21,Delhi,103,72,'000,,,,,,,,,,,1487.334,1614.83,1760.399,1899.442,2058.92,2231.281,2412.893,2544.422,2708.029,2859.612,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1130,IN22,Bangalore ,103,72,'000,,,,,,,,,,,438.581,518.094,512.348,745.972,819.947,955.514,1061.219,1191.646,1226.821,1370.792,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1131,IN23,Kolkata,103,72,'000,,,,,,,,,,,1635.113,1736.634,1842.594,1484.862,1544.63,970.343,1054.889,1182.427,1271.471,1375.161,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1163,IR01,Tehran,103,72,'000,,,,,,,,,,,3293,3263.68,3364.2,3268.8,3947.98,3436.5,3388.53,2609.47,2520.12,2499,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1171,IS01,Jerusalem,103,72,'000,,,,,,,,,,,137.958,141.04,146.484,150.866,160.154,167.199,173.576,180.572,186.928,196,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1172,IS02,Tel Aviv,103,72,'000,,,,,,,,,,,960.6,999.093,1056.887,1113.638,1146.691,1208.553,1266.626,1304.605,1356.329,1420,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1177,IT01,Rome,103,72,'000,,,,,,,,,,,2645.333,2712.908,2751.498,2808.841,2807.854,2817.878,2854.421,2769.578,2713.799,2685.276,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1178,IT02,Milan,103,72,'000,,,,,,,,,,,2601.339,2612.923,2606.774,2617.212,2624.813,2660.39,2688.602,2680.658,2667.03,2655.19,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1194,JO01,Amman,103,72,'000,,,,,,,,,,,346.063,390.015,435.766,483.307,542.392,561.447,667.515,725.311,762.571,836.934,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1204,JP01,Tokyo,103,72,'000,,,,,,,,,,,12733,12737,12758,12747,12760,12765,12841,12928,13042,13100.677,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1205,JP02,Osaka,103,72,'000,,,,,,,,,,,7098,7100,7050,7045,7034,7041,7092,7145,7210,7235.939,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1206,JP03,Nagoya,103,72,'000,,,,,,,,,,,4769,4809,4829,4852,4878,4898,4956,5008,5071,5134.576,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1214,KK01,Almaty,103,72,'000,,,,,,,,,,,255,341,450,454,464,448,526,499,505,528,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1224,KR01,Seoul,103,72,'000,,,,,,,,,,,5385.68,5598.983,5828.527,5965.863,6135.943,6371.911,6553.996,6825.059,6942.456,7187.36,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1235,KW01,Kuwait City,103,72,'000,,,,,,,,,,,808.164,846.967,890.543,902.826,944.852,976.522,1003.00701,1065.045143,1127.602,1191.252,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1236,KY01,Nairobi,103,72,'000,,,,,,,,,,,26.748,30.281,33.392,36.589,40.616,44.982,48.116,52.412,56,60,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1242,LA01,Riga,103,72,'000,,,,,,,,,,,378.312,419.084,459.641,468.378,451.581,324.284,319.54,310.665,325.333,331.3442153,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1245,LT01,Vilnius,103,72,'000,,,,,,,,,,,383.15,422.635,438.756,464.443,465.196,458.603,465.105,479.194,493.801,506.267,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1250,MD01,Skopje,103,72,'000,,,,,,,,,,,109.377,100.838,105.898,117.082,121.88,130.703,124.885,122.4,128.788,135.472,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1252,MO01,Casablanca,103,72,'000,,,,,,,,,,,533.8142246,556.6140757,587.5223234,615.9121153,647.3281117,675.8101991,715.0385995,752.7502087,789.7887996,825.6135987,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1262,MX01,Mexico City,103,72,'000,,,,,,,,,,,3449.065,4204.51,4529.46,5249.593,5623.853,5971.422,6541.699,7068.15,7495.069,8011.021,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1274,MY01,Kuala Lumpur,103,72,'000,,,,,,,,,,,2369.953,2537.807,2758.728,2960.239,3156.519,3382.033,3611.154,3847.304,3582.515,4005.043,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1282,NG01,Lagos,103,72,'000,,,,,,,,,,,592.478,632.325,714.522,829.896,981.384,1095.087,1198.21,1325.165,1406.373919,1505.97615,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1292,NL01,Amsterdam,103,72,'000,,,,,,,,,,,491.787,499.915,509.093,538.329,543.511,538.505,538.874,541.019,546.139,554.504,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1293,NL02,Rotterdam,103,72,'000,,,,,,,,,,,564.328,553.268,545.398,535.519,533.768,542,551,550,559.052,567.779,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1302,NO01,Oslo,103,72,'000,,,,,,,,,,,443.774,459.391,474.306,481.701,489.534,517.241,537.178,556.175,563.431,589.629,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1308,NZ01,Auckland,103,72,'000,,,,,,,,,,,769.247,783.706,801.501,807.914,810.28,824.443,830.072,841.889,867.453,875.45,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1315,OO01,Douala,103,72,'000,,,,,,,,,,,21.699,22.865,24.04,25.554,26.685,28.27,29.84,31.492,33.375,35.52,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1322,PH01,Manila,103,72,'000,,,,,,,,,,,771,757,736,728,756,799,811,803,865.245,903.861,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1333,PK01,Karachi,103,72,'000,,,,,,,,,,,717.847,806.755,887.26,916.28,944.119,966.358,993.903,982.455,1028.108,1072.253,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1343,PL01,Warsaw,103,72,'000,,,,,,,,,,,1222,1334,1466,1616,1618.459,1674.877,1754.274,1816.817,1884.899,1947.616,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1360,PT01,Lisbon,103,72,'000,,,,,,,,,,,770,834,882,932,985.881,1015.699,1024,1031.709,1065.341,1101.822,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1365,PU01,Lima,103,72,'000,,,,,,,,,,,497,514,536,569,600,636,746,843.44,937.529,1031.044,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1377,QT01,Doha,103,72,'000,,,,,,,,,,,236.828,271.777,332.916,367.997,385.332,407.755,433.222,473.335,516.791,562.715,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1378,RI01,San Jose,103,72,'000,,,,,,,,,,,266.391,274.107,292.104,314.092,323.994,340.512,362.307,354.837,361.166,367.98,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1379,RO01,Bucharest,103,72,'000,,,,,,,,,,,688.685,780.9,877.548,993.911,988.847,941.084,906.292,977.2,1003.898,1036.668,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1389,RS01,Belgrade,103,72,'000,,,,,,,,,,,386.856,397.843,419.056,436.053,473.934,472.263,473.399,479.6,494.633,493.51,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,345,RU01,Moscow,103,72,'000,,,,,,,,,,,4099.098,4402.673,4731.86,5087.358,5401.131,5657.701,6008,6361.232,6747.65,7141.263,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,346,RU02,Saint Petersburg,103,72,'000,,,,,,,,,,,991,1037,1144,1246,1287,1336,1430.769,1537.093,1640.525,1753.778,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1394,RU03,Novosibirsk,103,72,'000,,,,,,,,,,,475,484,493,502,511,521,529.205,543.254,556.997,568.875,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1418,SA01,Riyadh,103,72,'000,,,,,,,,,,,2172.725,2293.618,2343.857,2451.798,2524.233,2568.875,2617.543,2635.532161,2654,2663,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1431,SE01,Stockholm,103,72,'000,,,,,,,,,,,759.096,768.957,783.417,791.07,792.583,800.534,817.554,829.469,841.954,861.457,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1432,SE02,Gothenburg,103,72,'000,,,,,,,,,,,365,371,374,371,369,372,379,383.217,383.989,389.325,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1441,SK01,Bratislava,103,72,'000,,,,,,,,,,,236.411,238.256,252.162,267.915,273.922,288.243,303.519,318.355,328.908,342.282,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1447,SV01,Ljubljana,103,72,'000,,,,,,,,,,,255.887,261.681,270.842,279.232,282.863,282.555,282.695,282.887,282.016,282.68,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1449,TH01,Bangkok,103,72,'000,,,,,,,,,,,2298.685,2161.685,2252.999,2393.597,2550.198,2714.8,3089.156,3585.822,4150.671,4523.534,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1464,TR01,Istanbul,103,72,'000,,,,,,,,,,,1590.283,1657.32,1711.773,1758.745,1775.335,1821.694,1907.782,2009.777,2146.257,2231.425,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1465,TR02,Ankara,103,72,'000,,,,,,,,,,,738.96,783.198,820.355,854.691,887.703,924.36,986.688,1035.719,1093.843,1136,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1480,TU01,Tunis,103,72,'000,,,,,,,,,,,233.831,250.128,264.015,296.249,327.172,355.276,359.891,385,410,438,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1487,TW01,Taipei,103,72,'000,,,,,,,,,,,1505.946,1515.465,1508.319,1492.646,1492.197,1513.401,1549.331,1574.872,1476.915,1533.769,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1493,UA01,Dubai,103,72,'000,,,,,,,,,,,705.538,815.831,903.231,1036.289,1096.517,1160.201,1262.694,1365,1487,1573,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1494,UA02,Abu Dhabi,103,72,'000,,,,,,,,,,,189.484,193.553,248.047,335.433,408.699,454.958,482.889,509.279,551.859,588.519,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1499,UK01,Kiev,103,72,'000,,,,,,,,,,,484.2,532.7,595.8,663.7,703.7,708.7,652.9,692.25,723.804,749.742,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1513,US20,New York,103,72,'000,,,,,,,,,,,8015.743,7854.656,7948.924,7969.512,7812.426,8104.047,8432.092,8138.809,8433.521,8377.236,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1514,US21,Los Angeles,103,72,'000,,,,,,,,,,,6602.451,6663.812,6657.203,6708.801,6833.087,6991.62,7270.495,7887.638,8130.029,7893.256,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1515,US22,Chicago,103,72,'000,,,,,,,,,,,3573.988,4234.545,4361.191,4377.913,4347.352,4322.392,4340.117,4323.855,4309.816,4303.289,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1516,US23,Houston,103,72,'000,,,,,,,,,,,3595.816,3659.217,3727.869,3804.826,3842.699,3903.996,3862.404,3462.793,3452.028,3420.455,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1517,US24,Phoenix,103,72,'000,,,,,,,,,,,2584.609,2621.231,2709.296,2734.011,2710.363,2690.947,2574.118,2263.962,2188.082,2133.778,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1518,US25,Philadelphia,103,72,'000,,,,,,,,,,,2847.122,2795.59,2834.242,2829.231,2433.719,2852.338,2930.113,2852.247,2916.23,2886.815,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1523,US30,San Francisco,103,72,'000,,,,,,,,,,,2770.405,2750.273,2744.85,2749.43,2757.221,2685.483,2559.196,2804.745,2897.784,2825.219,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1533,US40,Boston,103,72,'000,,,,,,,,,,,2333.64,2276.376,2272.892,2249.785,2178.46,2182.079,2196.857,1744.852,1862.265,1624.131,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,Passenger Cars in Use,1535,US42,Washington,103,72,'000,,,,,,,,,,,2634.246,2603.129,2572.445,2557.666,2510.513,2397.198,2572.377,2217.296,2322.414,2261.922,,,,,,,,,,,,,,,,,,,,,,,,,,
